price,apartment_type,metro_station,minutes_to_metro,number_of_rooms,area,living_area,kitchen_area,floor,number_of_floors,renovation
13.0,Secondary,Аминьевская,12,2,45.1,29.0,6.0,9,12,European-style renovation
69.0,Secondary,Кунцевская,8,4,270.0,250.0,20.0,13,26,Without renovation
8.41164,New building,Братиславская,13,1,44.04,24.4,10.3,12,16,Cosmetic
23.8,Secondary,Хорошево,23,2,46.2,24.9,7.9,18,25,Cosmetic
32.0,Secondary,ЦСКА,6,2,58.0,28.0,19.0,12,15,Designer
10.1116,New building,Депо,19,2,59.48,32.2,11.6,6,11,Cosmetic
33.999999,Secondary,Стахановская,6,4,94.0,49.7,20.0,5,23,Designer
15.9,Secondary,Улица Горчакова,6,3,74.0,46.2,10.6,5,16,Cosmetic
41.212,Secondary,ЗИЛ,18,2,67.3,36.2,12.2,9,16,Without renovation
13.55,Secondary,Нагатинская,11,1,38.4,20.0,10.0,13,16,European-style renovation
6.84,Secondary,Тульская,12,0,11.1,7.7,7.6,1,4,European-style renovation
7.8784,New building,Братиславская,5,1,32.0,9.1,15.9,15,16,Cosmetic
8.17671,New building,Братиславская,13,1,42.81,23.8,10.2,14,16,Cosmetic
9.41868,New building,Депо,19,1,46.17,25.5,10.5,18,11,Cosmetic
25.0,Secondary,Солнцево,11,3,74.3,39.7,12.8,8,18,Designer
20.653803,New building,Перерва,4,4,107.07,67.0,12.5,4,23,European-style renovation
75.0,Secondary,Аэропорт,5,4,180.0,65.0,21.5,9,19,European-style renovation
23.47984,Secondary,Панфиловская,5,2,66.3,34.5,5.3,5,11,European-style renovation
12.5,Secondary,Чертановская,11,1,33.0,6.0,19.0,9,9,European-style renovation
15.2,Secondary,Лихоборы,8,2,54.0,29.0,9.0,3,9,Cosmetic
8.6,Secondary,Щербинка,9,2,43.0,23.9,6.0,5,5,Cosmetic
5.736,New building,Депо,19,0,28.68,16.6,9.0,4,11,Cosmetic
8.25311,New building,Депо,19,1,43.21,13.9,18.1,14,11,Cosmetic
33.5,Secondary, Улица 1905 года,17,3,77.2,59.5,10.5,11,22,Designer
8.14172,New building,Братиславская,5,1,35.6,10.1,17.0,4,16,Cosmetic
14.46625,New building,Аннино,7,2,81.5,44.1,10.3,28,22,Cosmetic
20.5,Secondary,Строгино,7,3,62.1,39.4,8.7,8,12,Cosmetic
22.0,Secondary,Улица 1905 года,14,4,89.0,54.0,9.0,1,5,Cosmetic
12.49,Secondary,Профсоюзная,22,0,48.8,26.8,10.7,13,23,Cosmetic
14.5,Secondary,Бабушкинская,7,2,43.0,30.0,6.0,1,4,Cosmetic
15.325,Secondary,Международная,3,0,25.0,14.8,8.7,43,60,Cosmetic
20.19474,New building,Каширская,4,3,74.3,39.7,12.8,16,10,European-style renovation
14.0,Secondary,Пионерская,9,2,45.0,29.3,6.0,3,5,Cosmetic
3.75,Secondary,Планерная,13,0,11.5,7.9,7.6,1,9,Cosmetic
7.9,Secondary,Аэропорт,3,0,15.3,5.0,3.0,2,4,Designer
10.8,Secondary,Сходненская,6,1,35.0,19.6,9.6,11,12,Cosmetic
73.827544,Secondary, Мичуринский проспект,11,5,153.3,56.6,45.5,41,42,Designer
8.428,New building,Депо,19,1,43.0,23.9,10.2,4,11,Cosmetic
4.15,Secondary,Рассказовка,6,0,15.5,10.0,7.9,2,23,Cosmetic
5.734,Secondary, Зеленоград — Крюково,13,0,18.8,16.3,8.2,7,9,European-style renovation
13.8,Secondary,Отрадное,6,2,44.5,27.9,6.0,9,9,Cosmetic
12.6,Secondary, Нижегородская,10,2,36.0,21.8,6.3,23,33,European-style renovation
11.009166,New building,Варшавская,6,2,43.16,24.0,10.2,7,15,Cosmetic
80.0,Secondary,Минская,19,4,152.0,9.0,76.0,7,21,Designer
26.2,Secondary,ЗИЛ,12,1,45.7,12.1,18.2,21,22,Without renovation
5.95,Secondary,Тестовская,18,0,15.9,10.2,8.0,1,5,Cosmetic
6.85,Secondary,Некрасовка,18,1,37.0,25.0,9.0,2,18,European-style renovation
59.395,Secondary,ЗИЛ,12,4,114.6,60.1,16.1,33,40,Without renovation
7.55595,New building,Депо,19,1,39.15,21.9,9.9,2,11,Cosmetic
16.0949,New building,Аннино,7,2,81.0,43.1,13.3,37,22,Cosmetic
28.0,Secondary, Автозаводская,29,2,69.0,32.1,11.9,3,15,European-style renovation
56.65,Secondary, Динамо,17,3,82.2,52.3,7.6,37,41,Without renovation
13.0,Secondary,Коньково,5,1,37.8,19.1,8.4,3,17,European-style renovation
13.771712,New building,Каширская,3,2,41.87,23.3,10.1,2,10,Cosmetic
52.0,Secondary, Кунцевская,12,6,229.7,20.0,25.6,4,15,Without renovation
53.673733,Secondary,Панфиловская,6,3,109.2,50.2,14.5,5,18,Without renovation
29.6,Secondary,Мичуринский проспект,12,2,48.0,38.0,10.0,5,50,Designer
15.26,Secondary,Аминьевская,5,0,32.5,15.3,6.0,4,42,Without renovation
11.43402,New building,Братиславская,13,4,83.46,49.4,11.5,3,16,Cosmetic
18.4,Secondary,Яхромская,13,2,60.1,34.4,10.8,7,5,Cosmetic
12.0,Secondary,Рижская,20,2,41.0,12.0,22.0,4,21,Cosmetic
11.5,Secondary,Коммунарка,27,1,39.4,15.4,11.1,10,16,Designer
20.499999,Secondary,Люблино,7,2,42.0,28.0,12.4,12,23,European-style renovation
15.818222,New building,Каширская,6,3,63.32,34.1,11.9,8,10,Cosmetic
21.0,Secondary, Текстильщики,20,3,82.4,34.2,26.2,19,22,European-style renovation
6.3252,New building,Братиславская,13,1,35.14,17.2,8.8,11,16,Cosmetic
14.15,Secondary,Некрасовка,8,2,51.7,30.3,9.8,6,17,Designer
14.91633,New building,Депо,19,3,87.23,46.2,13.9,2,11,Cosmetic
72.5,Secondary,Лужники,16,4,115.0,95.0,9.0,3,7,European-style renovation
11.7895,New building,Братиславская,13,2,69.35,37.2,12.4,8,16,Cosmetic
40.5,Secondary, Динамо,8,2,74.0,52.0,15.0,2,15,Designer
31.0,Secondary, Ленинский проспект,14,2,48.73,22.8,10.7,5,8,European-style renovation
75.5,Secondary, Воробьёвы горы,8,5,130.0,88.0,12.0,22,41,Designer
11.73402,New building,Депо,19,3,68.62,42.0,10.2,13,11,Cosmetic
14.5,Secondary,Курьяново,12,3,64.3,34.6,6.7,3,12,Cosmetic
15.60597,New building,Зябликово,15,2,60.7,25.2,23.3,7,14,Cosmetic
15.882,Secondary,Медведково,16,3,69.9,39.9,13.8,6,18,Cosmetic
32.0,Secondary,Крылатское,21,3,84.0,64.0,9.0,18,18,European-style renovation
6.95,Secondary, Тропарёво,17,0,20.5,12.5,8.3,3,22,European-style renovation
26.143344,Secondary, Селигерская,10,4,84.7,34.7,31.3,21,30,European-style renovation
30.719235,Secondary, Балтийская,11,4,88.5,54.5,8.3,25,35,European-style renovation
8.38134,New building,Депо,19,1,44.82,16.3,15.4,2,11,Cosmetic
7.349,Secondary,Тестовская,18,0,20.3,16.0,2.0,1,5,Without renovation
59.9,Secondary, Улица 1905 года,5,2,55.0,33.0,11.2,10,21,Without renovation
16.75,Secondary,Москва-Товарная,11,1,43.2,21.0,11.4,22,25,Cosmetic
6.1,Secondary,Владыкино,3,0,19.6,12.0,8.3,7,16,European-style renovation
31.0,Secondary,Таганская,6,2,55.0,33.0,9.0,3,5,European-style renovation
16.8,Secondary,Савеловская,6,2,47.0,25.9,6.0,4,9,Cosmetic
15.5,Secondary,Окская,15,1,39.3,14.3,10.3,16,20,Cosmetic
4.99,Secondary,Гражданская,7,0,24.2,20.0,8.6,1,5,Without renovation
6.75268,New building,Братиславская,13,1,32.78,18.7,9.4,14,16,Cosmetic
8.91081,New building,Депо,19,1,46.17,14.2,18.7,4,11,Cosmetic
12.4236,New building,Аннино,18,2,81.2,43.8,10.3,12,22,Cosmetic
11.072587,New building,Варшавская,6,2,43.95,24.4,10.3,3,15,Cosmetic
12.488888,Secondary,Новогиреево,18,1,41.7,19.0,9.0,3,13,European-style renovation
5.4,Secondary,Некрасовка,6,0,23.0,13.8,8.5,2,17,Cosmetic
14.1,Secondary,Дегунино,8,2,45.0,28.0,6.0,6,9,European-style renovation
22.8,Secondary,Юго-Западная,15,1,54.0,27.0,13.0,18,24,European-style renovation
11.29621,New building,Депо,19,2,62.41,33.7,11.8,15,11,Cosmetic
11.15,Secondary,Аннино,12,1,35.0,18.0,10.0,6,26,European-style renovation
14.0448,Secondary,Преображенская площадь,12,0,46.2,38.2,3.0,2,3,Designer
12.2,Secondary,Стахановская,7,1,40.0,19.0,8.0,15,19,European-style renovation
18.0,Secondary,Беляево,4,2,45.0,30.0,6.0,6,9,European-style renovation
14.1,Secondary,Орехово,7,3,56.6,37.5,6.0,9,9,Cosmetic
11.23538,New building,Депо,13,2,54.7,23.5,19.4,19,11,Cosmetic
6.8052,New building,Депо,20,1,32.1,9.1,14.5,22,11,Cosmetic
14.367059,Secondary, Тульская,13,6,24.93,12.3,4.6,12,20,Cosmetic
10.3904,New building,Братиславская,13,2,61.12,28.1,12.6,10,16,Cosmetic
10.7,Secondary,Чистые пруды,8,0,13.2,9.0,2.0,1,4,European-style renovation
14.0,Secondary, Аэропорт,6,1,35.0,19.3,9.7,13,14,Cosmetic
36.0,Secondary, Давыдково,18,4,129.0,61.1,15.2,13,30,European-style renovation
9.85,Secondary,Бунинская Аллея,31,1,35.0,19.0,9.0,14,18,Cosmetic
27.698,Secondary,ЗИЛ,12,2,60.8,32.9,11.7,24,40,European-style renovation
14.99,Secondary,Савеловская,14,1,42.0,21.0,12.0,10,12,European-style renovation
72.0,Secondary, Аэропорт,12,3,91.0,69.0,10.0,8,41,Designer
14.8,Secondary,Волжская,13,3,65.0,40.0,10.0,4,5,Cosmetic
7.1378,New building,Братиславская,20,1,35.6,10.1,16.4,8,16,Cosmetic
22.0,Secondary,Юго-Западная,11,3,64.3,44.3,6.0,4,9,Without renovation
34.05,Secondary, Терехово ,8,1,81.3,43.2,13.4,10,13,European-style renovation
11.37396,New building,Депо,13,2,59.8,24.2,21.0,15,11,Cosmetic
14.2,Secondary,Нагорная,18,2,45.0,30.8,5.2,2,5,European-style renovation
5.92384,New building,Братиславская,13,0,28.48,18.4,9.0,18,16,Cosmetic
3.5,Secondary,Шипиловская,19,0,10.5,7.4,7.5,1,9,European-style renovation
29.1,Secondary,Калужская,17,3,75.1,49.5,8.0,3,47,Without renovation
10.2833,New building,Депо,19,2,60.49,27.6,16.7,2,11,Cosmetic
73.7,Secondary,Международная,5,2,75.0,40.1,25.0,38,68,Designer
27.0,Secondary,Новые Черемушки,15,3,72.0,46.0,8.5,2,14,Cosmetic
20.13148,New building,Каширская,3,3,65.15,35.1,12.0,6,10,European-style renovation
5.66478,New building,Депо,19,0,28.61,18.8,9.0,23,11,Cosmetic
10.5,Secondary,Зябликово,12,1,41.8,20.7,9.0,10,12,Cosmetic
69.5,Secondary, Народное Ополчение,9,5,164.4,85.2,20.2,37,48,Without renovation
11.05456,New building,Братиславская,13,2,62.81,33.9,11.8,2,16,Cosmetic
66.0,Secondary,ВДНХ,13,5,135.0,70.0,26.0,17,22,Without renovation
58.78,Secondary, Минская,1,2,74.4,27.6,22.7,14,14,Without renovation
12.05565,New building,Депо,19,2,67.35,36.2,12.2,2,11,Cosmetic
7.84785,New building,Братиславская,5,1,33.9,15.6,10.5,18,16,Cosmetic
11.99,Secondary,Коммунарка,16,1,39.5,20.0,12.0,12,17,Without renovation
4.75,Secondary,Лианозово,12,0,22.5,13.5,8.5,1,16,Without renovation
11.78625,New building,Депо,19,2,67.35,34.1,14.2,23,11,Cosmetic
43.5,Secondary, Матвеевская,18,0,70.2,25.0,20.0,19,26,Without renovation
13.15,Secondary,Академическая,18,1,33.3,18.1,10.0,10,12,European-style renovation
17.0,Secondary,Пражская,12,1,48.4,21.3,11.1,2,19,Cosmetic
6.87608,New building,Братиславская,13,1,37.37,14.1,11.1,19,16,Cosmetic
3.95,Secondary,Новогиреево,25,0,17.0,10.7,8.0,1,9,Cosmetic
16.5,Secondary,Народное Ополчение,29,1,40.0,18.0,10.0,18,27,Cosmetic
59.0,Secondary,Раменки,3,4,185.0,112.0,14.0,11,19,Designer
13.3,Secondary, Бауманская,7,0,30.0,20.0,9.1,6,9,European-style renovation
16.5,Secondary,Гражданская,9,3,61.8,39.3,6.1,9,9,Without renovation
5.4044,Secondary,Коломенская,10,0,18.3,16.1,8.2,1,5,Cosmetic
8.35674,New building,Перерва,4,1,39.4,11.2,19.6,21,23,Cosmetic
27.6,Secondary,Молодежная,12,4,87.4,53.0,9.0,3,14,Cosmetic
21.0,Secondary, Достоевская,6,0,57.5,37.7,9.0,1,5,Cosmetic
2.7,Secondary,Лианозово,10,0,8.4,6.4,7.3,1,12,Cosmetic
19.5,Secondary,Петровский парк,13,3,60.0,47.0,7.0,3,9,Cosmetic
12.0,Secondary,Ольховая,22,2,37.7,16.0,14.0,10,21,Designer
22.0,Secondary,Бунинская Аллея,14,3,78.5,48.6,10.5,7,13,Cosmetic
8.6,Secondary,Калитники,12,1,21.5,8.0,10.0,7,7,Designer
5.658,New building,Депо,19,0,28.29,18.5,9.0,9,11,Cosmetic
21.5,Secondary,Смоленская,12,3,54.4,36.6,5.3,5,5,Cosmetic
12.0,Secondary,Выхино,14,2,49.7,27.3,10.0,11,16,Without renovation
5.26697,New building,Братиславская,13,0,27.29,17.3,8.9,16,16,Cosmetic
18.8,Secondary,Кантемировская,13,4,89.8,56.1,8.2,3,14,European-style renovation
11.174348,New building,Варшавская,6,2,42.97,23.9,10.2,3,15,Cosmetic
7.792964,Secondary, Филатов Луг,13,1,36.3,18.2,10.5,11,14,Cosmetic
8.41164,New building,Братиславская,13,1,44.04,14.0,17.9,14,16,Cosmetic
17.737498,New building,Варшавская,6,3,74.71,39.9,12.8,4,15,European-style renovation
15.5,Secondary,Марьина Роща,8,2,55.7,34.1,6.8,5,5,Without renovation
12.8,Secondary,Бабушкинская,28,4,62.5,46.0,7.0,1,9,Cosmetic
22.49,Secondary,Динамо,8,1,46.2,15.3,20.3,3,6,Designer
8.26233,New building,Братиславская,13,1,42.81,23.8,10.2,3,16,Cosmetic
10.48784,New building,Братиславская,13,2,59.59,32.3,11.6,7,16,Cosmetic
20.0,Secondary,Аминьевская,10,2,57.4,33.1,10.8,11,25,Cosmetic
26.9,Secondary,Беломорская,13,3,97.0,54.0,15.0,2,16,Cosmetic
9.8,Secondary,Аэропорт,3,0,19.7,14.7,5.0,3,4,Designer
15.6,Secondary,Люблино,10,1,41.0,22.0,12.0,18,17,Cosmetic
14.025,New building,Аннино,7,2,85.0,41.2,11.4,2,22,Cosmetic
8.43357,New building,Братиславская,13,1,42.81,23.8,10.2,14,16,Cosmetic
50.0,Secondary,Новые Черемушки,15,4,162.0,120.0,25.0,6,15,Designer
5.0,Secondary,Рязанский проспект,16,0,16.9,13.5,8.0,2,2,Cosmetic
14.5,Secondary,Курьяново,8,2,53.4,38.0,12.0,9,32,Cosmetic
13.5,Secondary,Нагорная,6,2,51.2,28.0,8.5,2,14,Cosmetic
64.0,Secondary,ЦСКА,13,3,135.0,70.4,17.8,15,24,Designer
65.0,Secondary,Чеховская,2,4,110.0,70.0,9.0,3,7,Designer
21.0,Secondary,Трикотажная,21,3,96.6,51.0,12.0,11,16,Without renovation
4.65,Secondary,Жулебино,6,0,18.6,11.5,8.2,1,14,Cosmetic
25.4,Secondary,Народное Ополчение,12,4,85.0,55.0,8.0,5,14,Cosmetic
9.80375,New building,Депо,19,2,63.25,24.8,17.9,16,11,Cosmetic
12.84195,New building,Братиславская,13,3,70.95,38.0,12.5,3,16,Cosmetic
48.999,Secondary, Минская,5,4,95.8,55.0,13.0,9,14,Without renovation
51.0,Secondary, Давыдково,5,3,112.3,58.9,15.9,16,25,Designer
50.0,Secondary,Арбатская,9,2,58.0,32.0,18.0,13,26,Designer
21.7,Secondary,Народное Ополчение,24,1,46.0,30.0,10.0,5,22,Designer
7.49,Secondary,Улица Дмитриевского,31,0,19.6,10.0,5.0,15,25,Cosmetic
8.6142,New building,Депо,19,1,43.95,24.4,10.3,10,11,Cosmetic
74.0,Secondary,Китай-город,2,4,127.3,86.0,11.7,6,8,Designer
21.5,Secondary,Улица Скобелевская,16,3,63.0,42.0,11.0,18,34,European-style renovation
7.75088,New building,Братиславская,13,1,40.16,16.4,10.0,6,16,Cosmetic
11.9119,New building,Депо,19,2,70.07,32.3,14.5,8,11,Cosmetic
34.5,Secondary,Хорошево,12,4,92.6,48.9,14.3,10,21,European-style renovation
8.82363,New building,Братиславская,13,1,44.79,24.8,10.3,13,16,Cosmetic
8.82363,New building,Братиславская,13,1,44.79,24.8,10.3,14,16,Cosmetic
10.7,Secondary,Саларьево,27,1,39.0,20.0,10.7,14,24,European-style renovation
8.67588,New building,Братиславская,13,1,44.04,24.4,10.3,12,16,Cosmetic
8.09193,New building,Депо,13,1,33.9,15.6,10.5,11,11,Cosmetic
83.0,Secondary,Минская,26,4,146.0,100.0,40.0,15,24,European-style renovation
20.3,Secondary,Солнцево,17,3,76.0,52.0,13.0,6,23,European-style renovation
15.7,Secondary,Проспект Мира,11,1,35.8,14.5,9.3,1,16,European-style renovation
15.6,Secondary,Солнцево,19,2,64.5,35.7,10.1,6,17,Cosmetic
36.0,Secondary,Ховрино,5,4,131.2,72.7,13.4,32,40,Without renovation
17.55,Secondary,Профсоюзная,10,1,42.0,22.0,10.0,11,25,Cosmetic
11.4036,New building,Братиславская,13,2,66.3,35.7,12.1,6,16,Cosmetic
5.86505,New building,Депо,19,0,28.61,18.8,9.0,2,11,Cosmetic
9.0,Secondary,Белокаменная,21,2,37.5,21.1,6.0,1,9,Cosmetic
8.428,New building,Депо,19,1,43.0,23.9,10.2,8,11,Cosmetic
29.0,Secondary,Дмитровская,10,4,102.0,68.0,15.0,2,5,European-style renovation
20.0,Secondary,Угрешская,7,2,67.3,26.0,18.4,26,30,Cosmetic
19.044,Secondary, Тверская,6,1,41.4,5.0,10.1,2,8,Without renovation
26.316,Secondary,Бульвар Рокоссовского,8,3,73.1,39.1,12.7,24,29,Without renovation
11.5815,New building,Братиславская,13,2,66.18,35.6,12.1,24,16,Cosmetic
21.5,Secondary,Чертановская,14,2,60.0,34.0,10.0,8,22,European-style renovation
31.8,Secondary, Рабочий посёлок,22,3,93.5,61.3,17.1,11,29,Without renovation
11.27115,New building,Аннино,18,2,75.9,30.3,10.5,2,22,Cosmetic
10.9,Secondary,Бабушкинская,17,2,46.6,25.7,10.5,1,14,Cosmetic
18.5,Secondary,Новопеределкино,22,3,78.0,41.6,10.5,11,17,Cosmetic
8.7126,New building,Депо,19,2,55.85,31.1,9.0,19,11,Cosmetic
13.9,Secondary,Улица Академика Янгеля,13,3,57.7,31.3,7.0,8,9,Without renovation
6.7527,New building,Депо,19,1,36.9,14.0,11.2,2,11,Cosmetic
20.7,Secondary,Домодедовская,17,2,58.0,31.5,11.4,14,20,European-style renovation
5.736,New building,Депо,19,0,28.68,16.6,9.0,8,11,Cosmetic
35.7225,Secondary, Тушинская,8,4,110.0,61.0,15.2,15,30,European-style renovation
3.55,Secondary,Беломорская,12,0,10.5,7.4,7.5,1,9,Without renovation
59.999,Secondary,Красные ворота,9,4,111.5,58.5,9.0,5,5,Without renovation
45.170359,Secondary, Шелепиха,9,3,97.0,28.0,37.7,10,32,Without renovation
72.25,Secondary,Минская,59,4,100.0,66.0,14.0,12,14,Without renovation
15.72,Secondary,Ольховая,26,3,71.4,38.2,12.5,7,23,Cosmetic
77.0,Secondary,Охотный ряд,2,3,88.0,50.2,28.1,7,8,European-style renovation
37.0,Secondary,Угрешская,8,3,86.0,54.0,15.0,8,30,Designer
23.9,Secondary,Верхние Лихоборы,7,3,82.9,50.3,10.9,2,17,European-style renovation
26.33,Secondary,Фрунзенская,8,2,60.2,40.0,7.6,4,5,Cosmetic
7.0,Secondary,Прокшино,18,0,21.1,12.8,8.4,8,16,Cosmetic
31.8,Secondary,Технопарк,14,3,72.0,30.0,15.0,7,14,Without renovation
14.35,Secondary,Бибирево,7,3,63.4,45.2,6.6,6,12,Cosmetic
18.99,Secondary,Новопеределкино,20,3,83.0,48.0,10.5,15,17,European-style renovation
8.35,Secondary,Коммунарка,24,1,34.5,13.0,10.0,10,25,Cosmetic
12.05565,New building,Депо,19,2,67.35,36.2,12.2,5,11,Cosmetic
26.0,Secondary,Беляево,15,4,96.0,64.5,14.0,18,19,Cosmetic
72.0,Secondary,Университет,5,3,95.3,63.0,11.3,8,19,Designer
27.0,Secondary,Окружная,10,4,109.5,76.3,8.7,6,8,European-style renovation
53.0,Secondary,Щукинская,16,4,124.4,77.6,6.0,5,7,Designer
10.5,Secondary, Братиславская,3,1,39.2,21.0,8.6,2,14,Cosmetic
8.67588,New building,Братиславская,13,1,44.04,24.4,10.3,13,16,Cosmetic
51.003,Secondary,ЗИЛ,21,3,106.3,55.9,15.4,13,15,Without renovation
9.5,Secondary,Коммунарка,26,1,34.3,15.9,10.5,2,14,European-style renovation
14.5,Secondary,Текстильщики,6,2,45.0,30.0,6.0,2,5,Cosmetic
19.8,Secondary,Бульвар Рокоссовского,6,2,58.0,18.0,15.0,4,5,European-style renovation
8.40294,New building,Депо,19,1,46.17,14.2,18.7,21,11,Cosmetic
18.6,Secondary, Дмитровская,1,0,40.0,14.0,15.0,6,59,Without renovation
33.0,Secondary,Ломоносовский проспект,5,1,59.0,25.0,14.0,8,24,European-style renovation
24.7,Secondary,Дмитровская,7,4,100.0,71.4,8.6,4,5,Cosmetic
21.9,Secondary,Автозаводская,20,1,46.0,16.6,13.9,9,29,Without renovation
5.9,Secondary, Беговая,8,0,12.0,8.2,7.6,5,6,Designer
11.32175,New building,Депо,19,2,63.25,34.1,11.9,5,11,Cosmetic
10.95,Secondary, Стахановская,4,0,29.3,17.0,4.7,20,23,Without renovation
39.9,Secondary, Аминьевская,8,3,84.9,48.2,21.0,18,31,Designer
10.7,Secondary,Ботанический сад,20,1,31.0,13.0,9.0,3,18,Cosmetic
14.9,Secondary,Зюзино,11,2,44.7,24.7,10.3,4,5,Cosmetic
18.648091,Secondary, Коммунарка,17,5,94.7,47.7,23.3,6,14,European-style renovation
70.821893,Secondary, Раменки,6,5,134.1,76.6,22.4,7,28,Without renovation
8.743232,New building,Перерва,4,1,40.78,15.2,13.5,15,23,Cosmetic
12.851218,New building,Варшавская,6,2,47.46,26.1,10.6,5,15,Cosmetic
19.0,Secondary, Хорошёвская,8,0,33.7,11.6,9.4,6,24,Without renovation
5.1775,New building,Депо,19,0,27.25,17.6,8.9,10,11,Cosmetic
20.5,Secondary, Полежаевская,17,0,44.0,24.4,10.3,12,27,Without renovation
8.37879,New building,Депо,13,1,35.7,10.1,16.4,13,11,Cosmetic
8.3,Secondary,Солнцево,14,0,21.6,12.8,3.0,13,22,Designer
13.22468,Secondary,Некрасовка,19,2,66.8,35.9,12.2,24,25,Cosmetic
9.95,Secondary,Щелковская,12,1,36.0,18.0,9.1,3,12,Cosmetic
19.297,Secondary,Преображенская площадь,9,0,53.0,22.0,10.0,3,10,European-style renovation
29.0,Secondary,Авиамоторная,17,2,82.0,43.2,17.9,19,24,Without renovation
49.999,Secondary,Новаторская,18,4,139.2,72.5,16.0,19,23,Without renovation
71.849754,Secondary, Раменки,5,5,126.9,73.8,20.4,13,28,Designer
35.319989,Secondary, Трикотажная,8,4,100.89,49.5,15.0,29,49,European-style renovation
11.6688,New building,Братиславская,13,2,66.3,35.7,12.1,3,16,Cosmetic
12.5019,New building,Депо,19,3,71.85,38.5,12.6,11,11,Cosmetic
26.39853,Secondary, Коммунарка,10,5,123.3,60.0,26.4,2,17,European-style renovation
35.99,Secondary,Кунцевская,16,4,130.0,67.9,15.0,13,22,Without renovation
73.854,Secondary, Арбатская,6,0,77.4,8.3,13.0,5,7,Without renovation
8.428,New building,Депо,19,1,43.0,23.9,10.2,8,11,Cosmetic
12.8,Secondary,Коммунарка,39,2,52.2,29.7,10.4,11,17,European-style renovation
3.15,Secondary,Отрадное,3,0,10.6,7.5,7.5,1,12,Cosmetic
10.6,Secondary,Стрешнево,4,0,27.9,14.0,8.2,14,28,Cosmetic
8.73376,New building,Депо,19,1,44.56,24.7,10.3,8,11,Cosmetic
12.35,Secondary,Кантемировская,16,2,45.0,29.6,6.0,10,12,Cosmetic
8.63379,New building,Депо,19,1,46.17,25.5,10.5,6,11,Cosmetic
10.2764,New building,Депо,19,2,55.85,30.4,11.3,9,11,Cosmetic
7.85,Secondary, Преображенская площадь,10,0,20.6,13.6,2.0,3,4,Designer
9.53,New building,Перерва,11,1,34.0,12.0,11.0,14,23,Cosmetic
7.8,Secondary, Южная,14,0,18.0,10.0,3.0,3,6,Designer
13.79268,New building,Депо,19,3,85.14,45.2,13.7,10,11,Cosmetic
64.0,Secondary, Смоленская,6,3,103.0,7.0,15.2,2,11,European-style renovation
13.999,Secondary,Каширская,20,1,41.6,18.3,11.7,3,9,Designer
16.974,Secondary, Тверская,6,1,36.9,5.0,9.7,2,8,Without renovation
7.809556,Secondary, Щербинка,12,1,32.3,9.4,16.2,16,17,Cosmetic
13.420268,New building,Каширская,4,2,45.94,25.4,10.4,2,10,Cosmetic
7.489705,Secondary, Бульвар Адмирала Ушакова,8,1,25.4,15.0,8.7,2,16,Cosmetic
12.8,Secondary,Селигерская,9,1,37.3,18.0,8.0,9,17,Cosmetic
66.9,Secondary, Марьина Роща,6,5,150.0,78.0,19.0,7,7,Without renovation
8.1,Secondary,Домодедовская,17,0,29.0,16.8,9.0,2,20,Cosmetic
8.2,Secondary,Сухаревская,7,0,15.0,9.7,7.9,1,5,Cosmetic
25.918,Secondary, Бауманская,19,0,85.2,75.2,5.0,7,7,Without renovation
17.4,Secondary,Баррикадная,12,1,37.2,20.0,8.0,5,13,European-style renovation
37.99,Secondary, Бауманская,17,0,75.0,53.0,12.0,9,23,Without renovation
10.9,Secondary,Улица Академика Янгеля,21,1,39.2,20.0,9.5,9,12,Cosmetic
8.30841,New building,Братиславская,13,1,44.43,13.9,18.2,4,16,Cosmetic
18.8,Secondary,Молодежная,11,2,59.1,33.4,10.0,3,12,Cosmetic
8.91819,New building,Братиславская,13,1,45.27,25.0,10.4,21,16,Cosmetic
17.4,Secondary,Отрадное,22,3,76.5,42.8,9.0,11,22,Cosmetic
11.9,Secondary,Нижегородская,10,0,25.6,15.1,8.8,4,28,European-style renovation
11.05814,New building,Депо,13,2,61.4,21.9,15.8,5,11,Cosmetic
8.5,New building,Братиславская,5,1,29.4,14.2,9.1,17,16,Cosmetic
9.69,Secondary,Лухмановская,13,1,38.0,19.0,9.0,4,12,Cosmetic
35.49,Secondary, Улица 1905 года,3,3,98.5,40.2,19.7,3,4,European-style renovation
14.0994,New building,Аннино,7,2,75.6,30.1,11.3,36,22,Cosmetic
9.28017,New building,Депо,19,1,46.17,14.2,18.7,17,11,Cosmetic
8.45,Secondary, Бунинская аллея,4,0,41.6,21.0,11.0,3,16,Without renovation
15.0,Secondary,Марьина Роща,7,2,43.8,29.6,6.0,10,14,European-style renovation
6.10632,New building,Кантемировская,20,0,19.8,9.8,5.0,18,14,Cosmetic
68.0,Secondary, Парк Культуры,10,2,49.0,20.0,10.7,3,6,Without renovation
48.0,Secondary, Новокузнецкая,5,5,120.0,86.0,20.0,2,4,European-style renovation
14.322,New building,Домодедовская,15,2,60.0,23.4,20.7,1,15,Cosmetic
8.78472,New building,Депо,19,1,44.82,24.8,10.3,4,11,Cosmetic
10.6,Secondary, Улица Академика Янгеля,10,2,45.5,30.1,8.0,10,12,Without renovation
16.24657,Secondary,Некрасовка,19,3,86.7,46.0,13.8,6,25,Cosmetic
18.1,Secondary,Водный стадион,11,1,34.0,12.0,13.0,13,29,Designer
24.9,Secondary,Раменки,13,1,49.0,15.0,20.0,33,51,Without renovation
