price,apartment_type,metro_station,minutes_to_metro,number_of_rooms,area,living_area,kitchen_area,floor,number_of_floors,renovation
615.3138,Secondary,Кропоткинская,4,6,410.0,245.0,30.0,4,7,Designer
478.455007,Secondary,Парк культуры,7,5,245.9,155.0,24.3,2,8,Without renovation
145.0,Secondary,Ломоносовский проспект,18,5,226.0,116.4,25.3,20,38,Designer
114.202,Secondary, Улица 1905 года,6,2,127.6,39.2,46.5,4,21,Designer
145.0,Secondary, Раменки,12,5,196.0,116.0,25.0,11,21,Designer
185.0,Secondary,Тверская,12,4,141.1,73.5,18.3,2,7,Without renovation
274.912,Secondary, Октябрьская,1,6,171.82,139.8,27.0,8,9,Designer
86.663905,Secondary,Панфиловская,7,3,259.0,133.1,7.8,9,7,Designer
103.89141,Secondary,Сокольники,12,5,175.7,91.0,21.2,16,16,Designer
107.7,Secondary,Китай-город,5,2,107.7,56.6,15.6,1,3,Designer
160.0,Secondary, Славянский бульвар,11,5,288.0,234.0,25.0,29,31,European-style renovation
155.0,Secondary,Добрынинская,5,4,170.0,120.0,20.7,5,6,Designer
177.0,Secondary, Чистые пруды,5,6,300.0,240.0,31.5,3,5,European-style renovation
139.0,Secondary,Рабочий Посёлок,14,5,205.0,105.8,23.6,24,24,Designer
145.0,Secondary, Фрунзенская,11,3,95.0,75.0,12.0,7,14,Without renovation
400.0,Secondary, Спортивная,8,5,201.6,48.3,23.3,1,7,Designer
138.16971,Secondary, Киевская,8,5,158.27,82.1,19.7,7,14,Designer
350.0,Secondary,Щукинская,34,7,407.0,236.0,19.0,1,3,Designer
140.0,Secondary, Смоленская,4,5,201.0,156.0,25.0,3,5,European-style renovation
119.0,Secondary, Новослободская,8,4,200.0,15.0,23.2,7,8,European-style renovation
160.0,Secondary, Чистые пруды,5,3,120.4,11.1,16.6,2,6,Designer
100.0,Secondary, Беговая,5,3,90.53,47.9,14.1,10,21,European-style renovation
176.0,Secondary,Белорусская,13,4,194.0,103.0,20.0,5,5,Without renovation
110.0,Secondary, Технопарк,9,5,187.2,96.8,22.1,16,17,Without renovation
115.0,Secondary, Академическая,10,5,150.0,78.0,19.0,20,22,Cosmetic
84.999,Secondary, Спортивная,8,3,112.0,80.0,12.0,3,6,Designer
105.0,Secondary,Шаболовская,14,5,228.0,122.0,43.0,5,22,Without renovation
320.0,Secondary,Щукинская,33,7,601.0,200.0,40.0,1,3,Designer
120.0,Secondary,Маяковская,3,4,204.0,100.0,12.7,5,7,Designer
116.5,Secondary, Курская,6,0,200.0,103.2,23.2,11,11,Without renovation
108.084211,Secondary, Смоленская,6,2,120.8,63.2,16.6,4,5,Designer
120.0,Secondary, Баррикадная,9,6,422.34,160.0,55.0,7,7,Without renovation
275.0,Secondary, Белорусская,12,5,245.0,140.0,12.0,14,18,Without renovation
229.16,Secondary, Чистые пруды,4,3,136.8,48.6,38.4,3,6,Designer
125.0,Secondary,Белорусская,5,3,173.7,120.0,20.0,8,10,Without renovation
86.45,Secondary,Хорошёвская,11,0,133.0,57.0,38.0,20,24,Designer
270.0,Secondary, Спортивная,6,5,210.2,122.0,15.0,16,16,Without renovation
250.0,Secondary,Минская,19,5,325.0,166.4,40.0,1,21,Designer
250.0,Secondary, Кропоткинская,5,5,282.0,20.0,30.0,2,6,Without renovation
400.0,Secondary,Новослободская,7,6,357.0,182.6,36.2,1,2,Without renovation
225.0,Secondary,Тверская,12,5,173.0,89.6,15.0,4,12,Designer
250.0,Secondary,Терехово,44,6,310.0,180.0,25.0,1,4,Designer
396.0,Secondary,Смоленская,9,5,252.0,135.0,26.0,3,7,Without renovation
262.0,Secondary,Третьяковская,5,4,181.4,129.0,20.0,3,3,Designer
109.99,Secondary, Аэропорт,10,4,226.2,155.0,30.0,15,22,European-style renovation
149.0,Secondary, Арбатская,6,5,242.0,15.0,26.7,6,7,Designer
200.0,Secondary,Ломоносовский проспект,20,4,320.0,120.0,25.0,16,22,Designer
97.19076,Secondary, Карамышевская,2,4,113.7,55.3,9.9,41,43,Designer
146.0,Secondary,Кропоткинская,4,4,155.0,120.0,20.0,6,7,Designer
105.0,Secondary, Белорусская,6,3,145.0,75.4,18.6,3,6,Designer
160.0,Secondary, Аэропорт,10,5,218.3,20.0,24.7,19,57,Designer
240.0,Secondary,Кропоткинская,11,4,233.3,120.1,10.0,6,8,Designer
130.0,Secondary,Ломоносовский проспект,14,4,231.0,101.0,23.0,5,16,Without renovation
153.0,Secondary, Арбатская,6,3,94.0,57.0,8.0,2,7,Designer
96.0,Secondary,Раменки,3,5,347.0,315.0,30.0,17,19,Designer
125.0,Secondary,Красные ворота,10,3,150.0,93.0,19.0,7,9,European-style renovation
145.0,Secondary, Ломоносовский проспект,13,5,216.6,111.6,24.6,20,38,Designer
361.4,Secondary,Смоленская,10,9,361.4,184.8,36.5,7,7,Without renovation
547.0,Secondary, Спортивная,7,6,396.4,202.5,39.4,14,15,Without renovation
447.0,Secondary,Смоленская,9,4,219.0,112.9,30.0,10,13,Designer
358.0,Secondary, Маяковская,10,0,357.0,285.0,36.2,3,3,Without renovation
200.0,Secondary, Тушинская,14,5,317.7,162.7,32.9,5,5,Designer
237.924,Secondary,Сокол,3,4,660.9,193.4,58.1,17,18,Designer
286.995175,Secondary,Арбатская,9,4,162.0,84.0,15.0,2,8,Designer
99.0,Secondary, Ломоносовский проспект,17,6,345.0,290.0,30.0,17,18,Designer
170.0,Secondary, Баррикадная,15,4,170.0,88.1,20.7,2,5,European-style renovation
104.5,Secondary,Китай-город,13,4,118.0,88.0,6.3,3,9,Without renovation
150.0,Secondary,Улица 1905 года,10,4,154.0,80.0,19.4,12,22,European-style renovation
199.5664,Secondary, Выставочная,9,5,197.2,162.6,29.6,59,67,Designer
145.0,Secondary,Аэропорт,12,5,370.0,110.4,27.6,14,14,Designer
205.875,Secondary, Третьяковская,7,3,152.5,15.0,19.3,3,6,Designer
296.0,Secondary, Ломоносовский проспект,4,6,237.0,153.6,35.0,3,12,Without renovation
140.0,Secondary, Кропоткинская,10,5,181.4,115.0,20.0,4,5,European-style renovation
89.0,Secondary, Минская,6,6,233.0,20.0,25.9,3,22,Without renovation
412.0,Secondary,Фрунзенская,11,4,178.6,92.4,21.4,14,14,Without renovation
200.0,Secondary,Парк культуры,5,4,170.0,88.1,20.7,2,6,European-style renovation
230.0,Secondary,Шаболовская,13,6,229.3,105.0,25.6,17,18,European-style renovation
400.0,Secondary, Спортивная,8,4,201.6,83.0,47.2,1,7,Designer
311.0,Secondary,Смоленская,8,6,267.0,180.0,40.0,6,7,Designer
186.07,Secondary, Улица 1905 года,6,4,161.8,83.9,20.0,5,21,Designer
85.0,Secondary,Аэропорт,9,4,205.0,105.8,23.6,16,57,Designer
272.4022,Secondary,Смоленская,7,4,168.3,108.0,15.0,10,16,Designer
382.5,Secondary, Театральная,5,5,296.0,212.4,32.2,7,7,Without renovation
130.0,Secondary, Ломоносовский проспект,16,5,370.0,275.0,25.0,21,21,Designer
125.0,Secondary, Китай-город,13,4,109.0,90.0,10.0,2,9,Designer
131.0,Secondary, Беговая,5,3,114.0,35.0,16.1,7,21,European-style renovation
450.0,Secondary, Фрунзенская,5,5,300.0,208.0,74.0,3,6,European-style renovation
122.5,Secondary,Чистые пруды,10,4,129.3,73.2,11.0,7,1,Designer
99.5,Secondary,Щукинская,14,4,249.0,106.1,53.7,27,35,European-style renovation
195.0,Secondary, Минская,10,5,232.0,18.7,25.8,4,7,Designer
85.0,Secondary, Пушкинская,3,6,272.4,209.7,17.0,5,6,Without renovation
180.0,Secondary, Фрунзенская,10,4,187.0,27.0,22.1,7,11,Without renovation
750.0,Secondary, Фрунзенская,5,6,300.0,188.0,25.0,4,14,Designer
481.5,Secondary, Третьяковская,3,4,267.5,137.4,28.8,1,2,Designer
95.7,Secondary, Китай-город,11,3,86.0,54.0,8.0,2,9,Designer
115.0,Secondary, Деловой центр,4,3,189.0,97.7,22.3,41,73,Designer
590.0,Secondary, Арбатская,7,6,340.0,174.0,34.8,7,8,Designer
114.8,Secondary,Ломоносовский проспект,15,5,208.0,168.0,18.0,6,17,Without renovation
125.57,Secondary,Фрунзенская,10,2,86.6,60.0,10.0,4,12,Designer
260.0,Secondary,Достоевская,7,6,483.0,246.3,15.0,9,10,Designer
179.0,Secondary, Новослободская,8,5,200.0,103.2,23.2,4,13,Without renovation
277.662086,Secondary,Парк культуры,7,5,335.7,171.8,34.4,1,8,European-style renovation
145.0,Secondary,Спортивная,11,3,97.0,51.2,18.0,7,14,Designer
236.665279,Secondary, Спортивная,12,4,191.5,98.8,11.0,2,6,Designer
179.0,Secondary, Спортивная,11,3,141.0,73.4,18.3,3,15,Designer
145.0,Secondary, Минская,13,5,161.0,83.5,20.0,36,44,Designer
190.0,Secondary,Студенческая,4,6,227.0,116.9,20.0,18,18,Without renovation
308.0,Secondary, Фрунзенская,5,6,310.0,158.9,32.3,4,20,Designer
239.0,Secondary, Маяковская,3,4,238.0,122.5,26.3,7,7,Designer
145.0,Secondary, Раменки,12,5,196.0,116.0,25.0,11,21,Designer
85.0,Secondary, Раменки,9,6,130.0,20.0,17.4,13,21,Designer
85.0,Secondary,Серпуховская,10,4,121.4,71.8,15.0,11,14,European-style renovation
99.0,Secondary, Чистые пруды,5,6,207.0,150.0,20.0,2,5,European-style renovation
350.0,Secondary,Новослободская,8,7,357.0,182.6,45.0,4,3,Without renovation
115.0,Secondary,Фрунзенская,15,3,119.2,62.4,16.5,2,11,Designer
113.4,Secondary, Деловой центр,4,6,189.0,50.0,22.3,40,90,Designer
130.0,Secondary,Трубная,7,5,214.0,110.3,24.3,3,5,Without renovation
437.88375,Secondary,Смоленская,13,5,258.0,180.0,40.0,11,13,Designer
232.000001,Secondary,Баррикадная,12,5,232.6,200.0,32.6,1,7,Without renovation
270.0,Secondary,Кропоткинская,10,5,310.9,159.3,32.4,1,5,European-style renovation
88.0,Secondary,Смоленская,8,3,110.0,65.0,12.0,4,4,Designer
126.217558,Secondary,Спортивная,28,5,152.6,79.3,19.3,12,16,Without renovation
180.0,Secondary,Арбатская,6,3,129.4,64.5,12.0,4,4,Designer
688.0,Secondary,Охотный ряд,8,4,256.0,200.0,50.0,5,8,Designer
210.0,Secondary, Деловой центр,15,6,225.0,131.8,39.2,14,20,Without renovation
153.74585,Secondary,Трубная,8,4,183.0,94.7,21.8,3,7,European-style renovation
559.31,Secondary, Чистые пруды,4,5,259.4,93.4,75.8,5,6,Designer
163.0,Secondary, Улица 1905 года,7,4,158.0,82.0,19.7,12,21,Designer
370.0,Secondary, Новослободская,6,0,343.7,50.0,35.1,3,3,Without renovation
260.0,Secondary,Маяковская,9,4,141.0,85.0,14.6,3,8,Without renovation
263.287736,Secondary, Киевская,13,5,135.2,6.4,17.8,2,4,Designer
136.477275,Secondary, Китай-город,14,3,122.1,63.9,16.7,6,8,Designer
270.0,Secondary, Молодёжная,6,6,450.0,43.0,43.9,2,4,Designer
170.0,Secondary,Аэропорт,12,6,460.0,234.7,44.7,14,14,Without renovation
325.0,Secondary, Александровский сад,7,5,305.0,178.0,25.0,2,7,Designer
730.0,Secondary, Спортивная,8,0,517.86,309.0,59.0,14,15,Without renovation
271.7,Secondary,Фрунзенская,10,5,209.0,107.8,23.9,16,11,Designer
180.0,Secondary, Новослободская,8,5,198.8,123.0,17.0,4,11,Without renovation
120.0,Secondary, Белорусская,16,4,225.0,115.9,25.3,5,20,Without renovation
175.0,Secondary, Новые Черёмушки,12,6,408.0,280.0,25.0,7,15,Designer
104.0,Secondary, Комсомольская,9,6,161.0,49.9,20.0,22,28,Without renovation
98.5,Secondary, Курская,4,5,153.0,100.0,41.0,4,4,Designer
360.577353,Secondary,Тверская,8,4,254.1,200.0,35.0,11,11,Without renovation
450.0,Secondary,Таганская,10,5,265.6,117.0,39.1,7,9,Without renovation
98.399928,Secondary, Белорусская,8,5,156.4,81.2,19.6,4,37,Designer
102.99,Secondary, Смоленская,5,4,158.0,20.0,19.7,8,13,Designer
115.0,Secondary, Минская,13,3,121.0,66.0,15.0,16,39,Designer
180.0,Secondary,Парк культуры,8,5,238.4,69.0,20.0,2,4,European-style renovation
100.0,Secondary, Молодёжная,14,6,340.0,270.0,42.0,21,21,Without renovation
130.0,Secondary, Минская,16,4,203.4,105.0,23.5,10,17,Designer
153.0,Secondary, Арбатская,6,3,94.1,48.1,14.4,2,8,Designer
160.0,Secondary,Минская,34,4,250.0,128.5,27.3,16,17,Without renovation
100.0,Secondary,Белорусская,9,4,151.0,78.5,19.1,6,6,Designer
99.0,Secondary, Спортивная,6,2,89.7,39.0,14.0,5,12,Without renovation
486.15,Secondary, Новокузнецкая,10,5,231.5,75.3,45.9,4,7,Designer
450.0,Secondary, Фрунзенская,5,5,300.0,208.0,74.0,3,6,European-style renovation
120.0,Secondary, Аэропорт,12,4,136.5,94.7,7.3,23,41,Designer
146.0,Secondary, Проспект Вернадского,17,6,300.0,155.0,54.0,8,8,Designer
109.99,Secondary, Аэропорт,10,4,226.2,155.0,30.0,15,22,European-style renovation
435.0,Secondary, Маяковская,6,6,300.0,13.0,31.5,7,12,Designer
129.0,Secondary,Курская,12,4,164.0,112.0,23.0,5,5,European-style renovation
160.0,Secondary, Белорусская,8,4,149.0,77.5,19.0,6,27,Designer
137.2,Secondary,Воронцовская,15,5,280.0,143.7,29.8,21,31,Designer
324.885,Secondary, Улица 1905 года,7,4,179.0,92.6,21.4,20,21,Designer
885.0,Secondary, Ломоносовский проспект,19,6,514.0,20.0,49.2,9,9,Without renovation
125.0,Secondary, Улица 1905 года,11,6,182.25,107.0,25.0,6,17,Designer
155.0,Secondary, Спортивная,6,4,179.2,92.7,21.5,2,12,Without renovation
963.13635,Secondary,Киевская,15,6,443.8,226.5,43.4,7,7,Designer
90.0,Secondary, Октябрьское поле,5,6,317.7,250.0,30.0,26,27,Without renovation
350.0,Secondary, Спортивная,8,6,305.0,156.3,31.9,2,5,Designer
362.8548,Secondary,Охотный ряд,7,0,214.0,70.0,24.0,3,5,Without renovation
89.73,Secondary,Деловой центр,6,3,123.7,86.3,10.0,39,77,Without renovation
89.99,Secondary,Кунцевская,11,4,146.0,91.0,10.0,22,22,Without renovation
325.0,Secondary, Тушинская,12,6,500.0,300.0,50.0,1,4,Designer
97.2865,Secondary,Университет,6,4,140.0,80.0,19.0,3,19,Designer
486.0,Secondary,Смоленская,9,5,252.3,200.0,15.0,4,7,Without renovation
85.342,Secondary, Ленинский проспект,13,3,142.0,81.7,8.2,12,17,Designer
170.0,Secondary, Деловой центр,2,5,190.4,10.0,22.4,44,73,Designer
85.0,Secondary,Проспект Мира,9,5,146.0,70.0,44.0,4,9,Designer
250.0,Secondary,Давыдково,23,6,385.0,172.0,16.0,1,25,Without renovation
747.2,Secondary, Спортивная,8,0,517.86,309.0,59.0,14,15,Without renovation
180.0,Secondary, Спортивная,7,4,186.8,96.6,22.1,7,11,Without renovation
89.989,Secondary, Октябрьское поле,5,5,317.7,212.0,30.0,25,27,Without renovation
91.0,Secondary, Давыдково,17,5,212.2,20.0,24.2,23,23,Without renovation
125.0,Secondary, Аэропорт,12,0,135.3,70.5,17.8,37,37,Without renovation
370.0,Secondary, Охотный ряд,1,2,128.7,67.2,17.3,5,15,Designer
970.365,Secondary, Выставочная,3,5,588.1,299.4,55.3,66,66,Designer
154.0,Secondary, Полянка,6,5,229.0,172.0,15.0,8,9,Designer
271.7,Secondary, Спортивная,7,5,209.0,107.8,23.9,16,16,Without renovation
355.172375,Secondary,Славянский бульвар,20,5,414.0,211.4,40.9,30,31,Designer
190.0,Secondary,Аэропорт,9,5,552.0,150.0,35.0,44,57,Without renovation
170.0,Secondary, Давыдково,4,5,300.0,153.8,31.5,24,26,Without renovation
165.0,Secondary, Парк Победы,5,4,151.0,100.0,19.1,7,10,Designer
128.0,Secondary, Улица 1905 года,7,3,127.6,80.0,7.0,6,21,Designer
356.25,Secondary,Минская,12,6,375.0,191.7,37.7,5,36,Designer
110.887,Secondary, Хорошёво,18,3,108.5,55.3,21.2,2,8,Designer
249.99,Secondary, Маяковская,2,4,270.0,138.6,29.0,9,11,Designer
240.0,Secondary, Киевская,12,4,172.0,107.0,9.0,5,9,Without renovation
128.99,Secondary, Смоленская,9,6,350.0,250.0,50.0,4,4,Designer
146.084211,Secondary, Арбатская,9,3,154.2,80.1,19.4,4,8,Designer
99.0,Secondary, Серпуховская,9,3,120.0,35.0,16.6,2,14,Designer
300.0,Secondary, Минская,7,6,693.0,352.5,64.0,7,7,Without renovation
100.0,Secondary,Проспект Мира,6,5,180.0,150.0,20.0,4,17,Designer
1289.324394,Secondary,Лужники,8,6,529.8,400.0,30.0,1,7,Designer
225.0,Secondary, Цветной бульвар,5,6,280.0,155.0,26.0,6,7,Cosmetic
124.99,Secondary, Улица 1905 года,11,5,183.0,125.3,52.7,6,17,Without renovation
90.0882,Secondary,Баррикадная,11,6,183.0,94.7,12.0,3,5,Designer
89.169327,Secondary,Сокольники,15,4,137.0,71.4,18.0,15,20,Designer
97.799,Secondary, Спортивная,6,3,97.8,51.6,14.7,10,10,Without renovation
95.0,Secondary,Арбатская,5,0,95.0,57.8,16.0,2,7,Designer
99.0,Secondary, Парк Культуры,2,3,106.4,10.0,15.4,5,6,Designer
220.0,Secondary, Минская,11,5,224.4,20.0,25.2,26,39,Designer
149.0,Secondary,Кропоткинская,6,5,220.0,180.0,15.0,2,4,Designer
118.5,Secondary, Славянский бульвар,29,5,212.0,109.3,24.2,27,30,Designer
128.586988,Secondary,Панфиловская,6,4,338.0,173.0,20.0,17,18,Designer
169.0,Secondary, Библиотека и Ленина,4,4,137.6,74.0,12.0,4,5,Designer
115.0,Secondary,Новокузнецкая,4,3,146.0,81.0,18.0,4,12,European-style renovation
109.9,Secondary, ЗИЛ,15,4,130.0,67.9,17.4,15,15,Designer
99.9999,Secondary, Беговая,5,3,90.53,47.9,14.1,7,21,Designer
88.35,Secondary, Маяковская,1,2,57.0,25.3,11.4,5,9,Designer
130.0,Secondary, Минская,16,4,203.4,105.0,23.5,10,17,Designer
136.47123,Secondary,Охотный ряд,7,1,85.0,45.1,25.0,2,5,Without renovation
99.0,Secondary, Краснопресненская,10,3,130.0,80.0,25.0,4,13,Designer
89.5,Secondary,Сокол,2,5,189.9,134.5,20.0,17,18,Designer
350.0,Secondary, Спортивная,9,6,310.0,20.0,32.3,2,6,Designer
148.5,Secondary, Спортивная,10,2,103.3,54.0,22.3,3,6,Designer
154.137,Secondary, Улица 1905 года,6,3,161.4,83.7,20.0,5,21,Designer
100.0,Secondary,Маяковская,8,4,152.0,79.0,19.2,4,4,European-style renovation
145.0,Secondary,Новослободская,8,3,140.0,64.0,23.0,3,13,Designer
225.0,Secondary, Новокузнецкая,5,5,162.7,112.0,8.0,7,8,Designer
105.0,Secondary, Шелепиха,19,5,171.6,88.9,20.8,17,20,Designer
129.586246,Secondary, Парк Победы,7,4,134.1,64.3,17.7,26,34,Designer
170.0,Secondary, Баррикадная,15,4,170.0,88.1,20.7,2,5,European-style renovation
575.0,Secondary,Спортивная,11,4,229.0,117.9,25.6,11,15,Designer
130.0,Secondary,Минская,18,4,203.4,105.0,23.5,10,17,Designer
380.0,Secondary, Ломоносовский проспект,4,6,304.0,155.8,31.8,3,8,Without renovation
236.987368,Secondary, Смоленская,6,3,143.4,74.6,18.5,5,5,Designer
110.0,Secondary,Арбатская,10,4,149.0,74.0,19.0,3,4,European-style renovation
234.66,Secondary,Тверская,10,3,150.8,78.4,19.1,4,5,Designer
359.999965,Secondary, Третьяковская,9,5,188.4,97.4,22.2,6,6,Designer
270.25,Secondary, Спортивная,9,6,208.9,170.0,30.0,16,16,Without renovation
408.6915,Secondary,Арбатская,11,6,237.8,122.4,26.3,5,8,European-style renovation
223.195,Secondary, Улица 1905 года,6,3,182.2,51.1,21.7,15,21,Designer
403.826125,Secondary,Парк культуры,10,5,222.0,110.0,20.0,3,6,European-style renovation
250.0,Secondary, Кропоткинская,5,6,282.0,171.0,20.0,2,6,European-style renovation
93.0,Secondary,Шаболовская,7,4,128.9,72.8,13.9,10,16,Without renovation
221.0,Secondary, Фрунзенская,8,4,240.0,40.0,26.5,14,14,Designer
243.0,Secondary, Новокузнецкая,3,5,289.0,148.2,30.6,9,10,Without renovation
115.0,Secondary, Деловой центр,2,3,187.0,91.0,22.1,39,75,Designer
239.0,Secondary,Маяковская,7,4,238.0,126.0,12.0,7,9,Designer
110.0,Secondary,Ломоносовский проспект,18,4,218.0,129.0,19.4,6,38,Designer
147.0,Secondary,Улица 1905 года,15,3,149.0,91.0,8.0,4,15,Designer
110.0,Secondary, Технопарк,19,6,184.0,45.0,21.9,12,13,Designer
117.0,Secondary,Римская,10,4,128.7,70.0,19.3,4,7,Designer
180.0,Secondary,Маяковская,5,4,171.0,88.6,20.8,11,13,Designer
85.0,Secondary,Славянский бульвар,19,4,184.0,95.2,21.9,22,31,Designer
111.5,Secondary,Достоевская,7,4,223.0,99.0,15.0,4,10,Designer
119.0,Secondary,Чистые пруды,5,5,250.0,165.0,38.0,5,6,European-style renovation
95.7,Secondary, Китай-город,11,3,86.0,54.0,8.0,2,9,Designer
130.0,Secondary, Ломоносовский проспект,4,6,180.0,111.0,22.0,28,53,Designer
88.0,Secondary,Новослободская,8,3,119.2,62.4,16.5,3,13,Designer
516.9,Secondary, Народное Ополчение,5,6,861.5,437.7,77.9,1,3,Designer
115.0,Secondary, Новокузнецкая,16,3,95.7,40.0,14.6,3,7,Designer
230.618775,Secondary,Фрунзенская,12,4,181.0,93.6,21.6,3,12,Designer
290.0,Secondary,Фрунзенская,15,4,202.0,170.0,20.0,4,11,Designer
180.0,Secondary, Кропоткинская,3,6,330.0,150.0,50.0,7,7,Designer
370.0,Secondary,Кропоткинская,9,5,240.0,123.5,26.5,3,5,Designer
398.96075,Secondary,Библиотека им. Ленина,7,5,213.9,124.0,14.8,4,6,Designer
85.0,Secondary,Сретенский бульвар,7,4,160.0,96.0,16.0,2,6,European-style renovation
129.0,Secondary, Смоленская,8,6,336.4,172.2,34.5,4,4,Designer
295.554,Secondary, Ломоносовский проспект,4,5,191.0,150.0,30.0,8,9,Designer
156.75,Secondary,Тушинская,43,7,284.0,145.7,30.1,1,5,European-style renovation
205.1046,Secondary,Арбатская,6,5,235.0,120.9,26.1,6,8,European-style renovation
125.0,Secondary, Пушкинская,9,1,55.0,25.0,15.0,2,5,Designer
146.0,Secondary, Кропоткинская,3,4,153.0,102.0,14.0,6,7,Designer
170.0,Secondary,Смоленская,11,5,175.0,90.6,21.1,2,6,European-style renovation
240.0,Secondary, Киевская,12,4,172.0,107.0,9.0,5,9,Without renovation
153.0,Secondary, Киевская,3,4,140.0,77.0,8.0,5,9,Without renovation
194.615,Secondary,Парк культуры,5,4,161.1,110.0,25.0,2,6,European-style renovation
99.0,Secondary, Ломоносовский проспект,1,4,129.4,10.0,17.3,17,18,Designer
195.0,Secondary,Тропарево,12,5,220.0,113.4,24.8,30,31,Without renovation
98.0,Secondary, Улица 1905 года,5,3,87.0,15.0,13.8,7,21,Designer
155.0,Secondary, Спортивная,10,4,133.1,10.0,17.7,6,14,Without renovation
125.0,Secondary,Кропоткинская,4,5,200.0,103.2,23.2,7,7,European-style renovation
270.0,Secondary, Кропоткинская,10,5,310.9,255.0,25.0,1,5,European-style renovation
730.0,Secondary, Спортивная,8,0,517.86,309.0,59.0,14,15,Without renovation
154.718925,Secondary,Минская,29,0,187.0,105.0,25.0,31,53,Without renovation
205.04,Secondary,Минская,10,5,233.0,119.9,20.0,4,7,Designer
243.0,Secondary,Новокузнецкая,3,5,288.8,148.1,30.5,9,22,Without renovation
211.6,Secondary,Проспект Мира,7,8,282.5,190.0,18.7,12,14,Designer
115.0,Secondary,Новослободская,11,5,234.0,180.0,20.0,3,19,Designer
209.231579,Secondary, Арбатская,9,4,180.7,93.5,21.6,8,8,Designer
138.0,Secondary,Спортивная,11,4,138.0,71.9,20.0,5,15,Without renovation
204.12,Secondary, Ломоносовский проспект,4,5,170.1,88.1,20.7,6,12,Without renovation
94.0,Secondary,Арбатская,10,3,141.0,73.4,18.3,4,6,European-style renovation
186.0,Secondary,Кропоткинская,11,4,186.0,96.2,22.0,2,8,Without renovation
149.0,Secondary, Арбатская,6,5,242.0,15.0,26.7,6,7,Designer
93.0,Secondary, Шелепиха,15,5,173.0,111.0,18.0,23,24,Designer
460.0,Secondary,Парк культуры,8,5,550.9,280.6,52.2,6,7,Without renovation
155.0,Secondary, Минская,4,4,163.0,84.5,20.1,31,53,Designer
150.0,Secondary,Аэропорт,9,4,180.6,103.7,18.8,33,57,Designer
720.0,Secondary, Арбатская,7,5,320.0,163.9,33.1,7,8,Designer
129.0,Secondary,Славянский бульвар,20,6,177.7,92.0,21.3,4,31,European-style renovation
95.0,Secondary, Арбатская,5,1,98.0,51.7,14.7,2,7,Designer
583.845,Secondary,Шаболовская,9,6,658.0,500.0,60.0,18,20,Designer
98.0,Secondary,Ботанический сад,13,4,152.4,62.2,46.0,20,23,European-style renovation
245.5,Secondary,Улица 1905 года,7,4,136.0,70.9,17.9,19,21,European-style renovation
250.5,Secondary,Улица 1905 года,7,4,139.0,72.4,18.1,19,21,European-style renovation
200.0,Secondary,Славянский бульвар,24,6,385.0,200.0,40.0,1,26,Designer
295.5,Secondary, Кропоткинская,6,5,193.0,135.0,30.0,2,6,Designer
254.035,Secondary,Минская,12,4,240.7,123.8,26.6,5,36,Without renovation
250.0,Secondary, Октябрьское поле,8,6,420.0,214.5,41.4,3,3,Without renovation
295.0,Secondary,Ломоносовский проспект,24,0,237.0,77.6,18.4,4,12,Without renovation
170.406885,Secondary, Выставочная,9,5,162.3,133.0,24.4,60,67,Designer
610.59,Secondary, Чистые пруды,4,5,283.3,104.3,78.7,5,6,Designer
93.952604,Secondary, Парк Победы,6,3,99.65,6.8,14.9,8,10,Designer
299.0,Secondary,Краснопресненская,6,4,210.0,108.3,24.0,5,14,Designer
140.0,Secondary,Давыдково,14,5,396.5,202.6,39.4,22,22,Without renovation
125.0,Secondary,Смоленская,6,4,209.3,182.0,16.0,5,13,Designer
200.0,Secondary, Аминьевская,6,6,385.0,123.0,22.0,1,25,Without renovation
256.38075,Secondary,Тверская,12,4,170.8,130.0,30.0,5,12,Designer
180.0,Secondary, Спортивная,7,4,187.0,96.7,22.1,7,11,Without renovation
179.5,Secondary, Арбатская,9,4,179.5,92.9,21.5,7,8,Designer
110.0,Secondary, Динамо,15,4,112.8,64.0,14.3,10,41,Designer
140.0,Secondary,Новокузнецкая,9,4,145.0,96.0,14.0,3,5,Designer
87.0,Secondary,Студенческая,11,3,96.2,50.0,20.0,5,15,Designer
85.9,Secondary, Серпуховская,9,4,131.1,106.9,13.5,2,17,Designer
108.0,Secondary,Тушинская,43,5,203.0,104.8,30.4,2,5,Designer
130.0,Secondary, Ломоносовский проспект,19,6,272.5,170.0,30.0,21,22,Designer
129.0,Secondary, Проспект Вернадского,15,6,629.3,20.0,58.7,30,30,Without renovation
115.0,Secondary,ЗИЛ,19,4,126.0,66.0,27.0,3,14,Designer
166.982982,Secondary, Киевская,13,3,84.8,49.9,7.0,3,4,Designer
129.0,Secondary,Новаторская,18,4,176.0,120.0,50.0,24,48,Designer
243.0,Secondary,Деловой центр,3,4,176.0,125.0,10.0,40,60,Designer
400.0,Secondary, Спортивная,6,5,202.0,117.0,12.0,1,7,Designer
194.615,Secondary,Новослободская,8,4,170.0,88.1,20.0,7,13,Without renovation
228.078567,Secondary, Спортивная,12,3,146.6,82.3,10.1,3,6,Designer
99.0,Secondary,Новослободская,8,0,110.0,57.7,17.0,3,13,Without renovation
110.0,Secondary, Деловой центр,4,3,186.0,100.0,50.0,35,73,Designer
424.747237,Secondary,Курская,9,5,485.0,247.4,25.0,3,10,Without renovation
