price,apartment_type,metro_station,minutes_to_metro,number_of_rooms,area,living_area,kitchen_area,floor,number_of_floors,renovation
369.0904,Secondary, Парк Культуры,10,5,310.16,133.4,42.9,6,6,Designer
96.96,Secondary,Смоленская,10,3,121.2,70.7,15.0,8,16,Without renovation
180.0,Secondary,Кропоткинская,4,6,330.0,169.0,33.9,7,7,European-style renovation
250.0,Secondary, Кропоткинская,5,5,282.0,20.0,30.0,2,6,Without renovation
110.0,Secondary,Аэропорт,9,4,166.2,102.0,20.0,51,57,Designer
109.001377,Secondary, Выставочная,1,3,154.3,115.3,19.4,62,85,Designer
111.5,Secondary, Беговая,5,3,119.49,62.5,16.5,17,21,Designer
169.4,Secondary,Улица 1905 года,11,4,154.0,80.0,45.0,16,21,Designer
194.8,Secondary, Киевская,5,3,160.0,83.0,19.9,47,54,European-style renovation
125.0,Secondary,Ломоносовский проспект,18,5,282.0,103.0,31.5,1,3,Designer
140.0,Secondary, Кропоткинская,10,5,181.4,115.0,20.0,4,5,European-style renovation
200.0,Secondary,Славянский бульвар,24,5,385.8,197.2,38.6,1,26,Without renovation
85.0,Secondary, Пушкинская,3,6,272.4,209.7,17.0,5,6,Without renovation
666.38,Secondary,Цветной бульвар,6,7,410.0,290.0,20.0,3,3,Designer
120.0,Secondary, Смоленская,3,3,100.0,40.0,35.0,6,7,Designer
109.99,Secondary,Аэропорт,9,4,226.2,155.0,30.0,15,57,European-style renovation
205.04,Secondary,Кропоткинская,4,6,221.8,114.3,16.0,4,5,Designer
190.0,Secondary, Ломоносовский проспект,4,3,105.4,55.2,14.0,4,8,Designer
155.0,Secondary, Спортивная,6,4,179.2,94.2,19.4,2,5,Without renovation
128.95,Secondary,Парк Победы,7,5,291.4,181.0,11.6,12,12,Designer
102.0,Secondary,Минская,1,4,137.0,100.0,18.0,8,12,Without renovation
180.0,Secondary,Фрунзенская,9,4,187.0,96.7,22.1,7,12,Without renovation
351.48,Secondary, Третьяковская,3,3,117.16,9.2,16.3,6,7,Designer
520.0,Secondary, Международная,4,0,993.6,504.4,88.8,30,95,Without renovation
120.0,Secondary, Третьяковская,2,4,167.8,104.0,10.0,4,5,European-style renovation
144.17,Secondary, Фрунзенская,5,3,111.0,58.3,15.8,6,8,Cosmetic
140.0,Secondary,Динамо,9,4,201.3,132.0,11.1,7,10,Designer
431.65,Secondary,Полянка,1,4,273.0,104.0,20.0,8,11,Designer
155.0,Secondary,Баррикадная,11,4,187.0,96.7,22.1,8,13,European-style renovation
1200.0,Secondary, Баррикадная,11,6,630.0,300.0,100.0,6,7,Without renovation
99.6,Secondary, Спортивная,9,3,83.0,52.0,10.0,7,13,European-style renovation
104.0,Secondary,Новаторская,7,5,240.0,145.0,20.0,11,30,Designer
102.9,Secondary,Краснопресненская,10,4,200.2,103.3,23.2,4,7,Cosmetic
150.0,Secondary,ЦСКА,13,5,153.5,102.4,8.0,21,40,Designer
110.0,Secondary,Новокузнецкая,6,4,193.0,100.0,20.0,5,6,Designer
185.0,Secondary,Динамо,9,4,195.0,100.7,22.8,13,16,European-style renovation
88.0,Secondary, Алексеевская,11,6,181.7,105.0,13.0,15,15,Without renovation
100.0,Secondary, Молодёжная,14,6,340.0,270.0,42.0,21,21,Without renovation
169.0,Secondary, Библиотека и Ленина,4,4,137.6,74.0,12.0,4,5,Designer
856.1212,Secondary,Лужники,8,6,493.0,251.4,17.0,1,7,Without renovation
205.96224,Secondary, Выставочная,9,5,153.6,125.6,23.0,61,67,Designer
123.0,Secondary,Смоленская,6,5,167.0,120.0,15.0,5,5,Designer
180.0,Secondary, Кропоткинская,3,6,332.4,170.2,34.1,7,7,Designer
89.99,Secondary,Курская,9,4,180.0,76.0,10.0,10,11,Without renovation
129.99,Secondary, Кропоткинская,7,3,135.0,10.0,17.8,4,8,Designer
124.64,Secondary, Третьяковская,5,1,72.6,14.2,31.0,2,14,Designer
150.0,Secondary, Новослободская,1,5,350.0,16.0,35.6,17,17,European-style renovation
308.0,Secondary, Фрунзенская,5,6,310.0,158.9,32.3,4,20,Designer
398.87465,Secondary,Киевская,13,5,415.0,211.9,41.0,5,7,Designer
700.0,Secondary, Киевская,12,6,283.0,20.0,30.1,11,14,Designer
134.69955,Secondary, Хорошёво,19,3,93.9,41.9,17.6,4,9,Designer
88.65,Secondary,Серпуховская,5,4,118.0,86.0,15.0,5,5,Designer
147.0,Secondary, Выставочная,16,3,150.5,95.0,7.0,10,18,Designer
154.0,Secondary, Смоленская,6,3,133.6,69.7,17.7,4,5,Designer
439.479593,Secondary,Спортивная,28,6,322.6,165.2,33.3,13,16,Without renovation
139.0,Secondary, Беговая,25,3,100.0,15.0,14.9,18,21,Designer
165.0,Secondary,Выставочная,10,4,136.3,71.0,17.9,38,61,Designer
156.7,Secondary,Курская,11,4,155.6,120.0,25.0,3,11,Designer
85.0,Secondary,Сретенский бульвар,7,4,161.0,96.0,15.0,2,6,Designer
315.0,Secondary,Полянка,1,4,233.0,190.0,30.0,7,11,Designer
470.0,Secondary, Охотный ряд,2,5,253.8,20.0,27.6,4,8,Designer
120.0,Secondary, Дмитровская,1,6,154.0,34.1,19.4,58,59,Designer
113.7,Secondary, Арбатская,9,2,113.7,59.6,16.0,6,8,Designer
84.8,Secondary, Улица 1905 года,9,4,170.0,140.0,25.0,6,14,Designer
85.0,Secondary,Маяковская,9,4,143.0,81.0,25.0,5,9,Designer
150.0,Secondary,Полянка,10,5,179.2,117.5,20.0,4,7,European-style renovation
180.0,Secondary, Смоленская,9,5,235.8,162.0,15.1,12,13,Without renovation
224.9,Secondary, Полянка,6,3,163.7,15.0,20.2,4,6,Designer
96.73596,Secondary, Карамышевская,2,4,113.7,55.3,9.9,32,43,Designer
115.0,Secondary,Славянский бульвар,20,5,212.0,109.3,25.0,27,31,Designer
156.75,Secondary, Сокол,15,6,284.0,231.0,25.0,1,5,European-style renovation
169.0,Secondary,Библиотека им. Ленина,5,4,137.6,74.0,11.8,4,5,Designer
750.0,Secondary, Фрунзенская,5,6,300.0,188.0,25.0,4,14,Designer
400.0,Secondary, Киевская,8,5,504.9,257.4,48.4,5,5,Without renovation
175.0,Secondary,Кропоткинская,9,3,153.0,79.5,19.3,4,1,Designer
456.839251,Secondary,Парк культуры,8,4,213.4,110.0,24.3,3,6,Designer
243.536,Secondary,Минская,29,3,192.5,99.5,22.6,29,53,Designer
155.0,Secondary, Минская,7,3,163.0,120.0,20.0,33,53,Designer
93.0,Secondary, Шелепиха,15,5,173.0,111.0,18.0,23,24,Designer
164.995,Secondary,Китай-город,7,5,304.0,211.0,8.0,3,6,Designer
326.73,Secondary, Третьяковская,5,3,160.4,49.7,57.8,9,14,Designer
1214.2555,Secondary, Кропоткинская,2,6,581.0,295.9,54.7,2,4,Designer
400.0,Secondary, Спортивная,8,5,200.8,103.6,23.3,1,9,Designer
200.0,Secondary, Тушинская,14,5,317.7,162.7,32.9,5,5,Designer
98.2016,Secondary, Арбатская,5,2,102.4,53.9,15.1,2,6,Designer
340.0,Secondary, Спортивная,9,6,315.0,160.0,20.0,2,6,Designer
120.0,Secondary,Маяковская,7,4,157.3,96.0,18.0,5,12,European-style renovation
99.0,Secondary, Спортивная,6,2,90.0,47.6,14.1,5,18,Without renovation
145.0,Secondary, Тропарёво,14,6,243.0,205.0,26.7,34,39,Designer
125.0,Secondary,Арбатская,8,5,175.0,112.0,20.0,4,5,Designer
136.2305,Secondary,Минская,29,4,165.1,85.6,20.3,40,53,Designer
224.5,Secondary, Арбатская,6,0,187.0,25.0,22.1,5,6,Without renovation
93.0,Secondary, Баррикадная,8,5,214.9,113.7,50.0,7,15,Designer
123.02631,Secondary, Аэропорт,11,5,159.4,6.3,19.8,20,41,Designer
149.0,Secondary, Международная,6,2,111.0,70.0,30.0,62,77,Designer
92.0,Secondary,Проспект Мира,6,5,180.0,95.0,21.5,4,17,Designer
149.0,Secondary, Деловой центр,5,2,124.0,64.8,16.9,45,79,Designer
855.0,Secondary, Ломоносовский проспект,19,6,427.5,20.0,42.0,9,9,Without renovation
259.999,Secondary,Ломоносовский проспект,14,5,415.0,255.0,35.0,13,16,Designer
115.7325,Secondary, Спортивная,6,3,118.7,62.1,16.5,3,5,Without renovation
110.0,Secondary,Смоленская,7,4,204.0,105.3,23.5,3,11,Designer
200.0,Secondary, Аминьевская,6,6,385.0,123.0,22.0,1,25,Without renovation
150.0,Secondary, Октябрьское поле,8,5,243.6,125.3,26.8,3,3,Without renovation
243.26875,Secondary,Кропоткинская,4,4,161.0,106.0,27.0,3,5,Designer
192.0,Secondary, Парк Победы,7,6,320.0,163.9,33.1,3,48,Designer
99.8448,Secondary, Павелецкая,6,5,190.0,25.0,22.4,13,14,Without renovation
297.0,Secondary, Ломоносовский проспект,4,5,238.2,122.6,26.3,3,12,Without renovation
89.989,Secondary, Октябрьское поле,5,5,317.7,212.0,30.0,25,27,Without renovation
89.9,Secondary,Крестьянская застава,10,5,156.5,106.5,13.1,3,9,European-style renovation
243.0,Secondary, Ломоносовский проспект,4,4,132.0,68.9,17.6,2,9,Designer
95.9,Secondary,Минская,29,3,107.0,56.2,15.5,44,53,Designer
249.0,Secondary,Полянка,7,5,200.0,140.0,20.0,4,16,European-style renovation
209.391,Secondary, Парк Победы,5,4,161.07,83.6,20.0,8,10,Designer
269.468,Secondary, Третьяковская,3,3,117.16,9.2,16.3,4,7,Designer
180.0,Secondary, Парк Культуры,7,5,238.4,122.0,20.0,2,4,European-style renovation
183.063158,Secondary, Смоленская,6,2,204.6,105.6,23.6,3,5,Designer
161.5,Secondary, Площадь Революции,2,2,76.22,36.1,17.6,1,5,Designer
136.0,Secondary,Ломоносовский проспект,19,4,176.0,136.0,20.0,12,17,Designer
164.844,Secondary, Ломоносовский проспект,4,4,137.0,71.4,18.0,8,9,Without renovation
99.0,Secondary,Тушинская,38,4,190.0,100.0,24.0,1,6,Without renovation
245.16198,Secondary,Курская,11,4,168.0,120.0,20.0,8,11,Designer
357.0,Secondary, Маяковская,10,5,357.0,20.0,36.2,3,3,Without renovation
460.0,Secondary, Кропоткинская,10,6,550.9,200.0,25.0,6,7,Without renovation
382.5,Secondary, Театральная,5,5,296.0,212.4,32.2,7,7,Without renovation
120.0,Secondary,Киевская,15,4,150.0,78.0,15.0,10,11,European-style renovation
103.831608,Secondary, Парк Победы,7,3,83.6,63.7,13.6,22,34,Designer
87.0,Secondary,Славянский бульвар,19,4,172.8,89.5,20.9,10,31,Designer
145.0,Secondary, Ломоносовский проспект,13,5,216.6,111.6,24.6,20,38,Designer
340.0,Secondary, Улица 1905 года,11,5,284.0,145.7,30.1,16,17,Designer
115.0,Secondary, Минская,13,3,121.0,66.0,15.0,16,39,Designer
260.55109,Secondary, Киевская,16,5,250.4,139.6,27.4,11,18,Designer
170.0,Secondary,Международная,5,4,210.0,140.0,45.0,45,68,Designer
105.0,Secondary,Парк Победы,10,4,135.2,101.0,20.0,2,10,Designer
125.444688,Secondary,Щукинская,18,5,235.0,120.9,74.0,24,30,Designer
159.0,Secondary, Улица 1905 года,15,4,143.0,74.4,18.5,13,20,Designer
90.0,Secondary,Чеховская,7,4,165.0,85.6,20.3,4,6,Cosmetic
85.0,Secondary,Ломоносовский проспект,17,4,186.0,96.2,22.0,35,42,Without renovation
146.0,Secondary, Кропоткинская,3,4,153.0,102.0,14.0,6,7,Designer
330.0,Secondary, Октябрьское поле,8,6,353.0,180.6,35.8,3,3,Designer
155.0,Secondary,Чистые пруды,6,5,195.0,123.0,13.0,3,6,Designer
165.0,Secondary, Курская,11,4,182.0,142.0,25.0,6,10,Without renovation
225.544,Secondary,Мнёвники,20,6,240.0,135.0,26.5,1,3,Designer
102.0,Secondary,Минская,1,5,137.0,73.0,12.0,8,12,Without renovation
170.0,Secondary,Шаболовская,8,4,329.0,71.0,16.0,16,21,European-style renovation
90.0,Secondary,Новаторская,6,5,206.0,126.0,16.0,8,30,Designer
120.0,Secondary, Аминьевская,6,5,170.0,97.0,20.0,19,25,Without renovation
155.0,Secondary, Спортивная,6,4,179.2,94.2,19.4,2,5,Without renovation
230.0,Secondary,Серпуховская,10,4,194.0,94.0,14.0,10,14,Designer
194.615,Secondary,Парк культуры,8,4,195.1,100.8,22.8,4,7,Without renovation
162.76,Secondary, Чистые пруды,4,2,143.2,53.6,33.5,1,6,Designer
262.73025,Secondary,Деловой центр,3,4,175.2,100.0,30.0,40,60,Designer
179.0,Secondary, Таганская,9,4,140.0,40.0,18.2,4,8,Without renovation
250.0,Secondary, Войковская,12,6,500.0,165.0,25.0,1,5,Designer
129.0,Secondary, Смоленская,9,6,350.0,135.0,30.0,4,5,Designer
127.0,Secondary, Улица 1905 года,9,3,127.6,66.6,17.2,6,21,Designer
94.96,Secondary, Бутырская,10,4,155.5,80.7,19.5,25,27,Designer
102.5523,Secondary,Новаторская,15,5,201.0,103.8,23.3,8,15,European-style renovation
700.0,Secondary, Смоленская,20,6,283.1,149.0,27.0,11,14,Designer
329.0,Secondary,Новослободская,8,5,236.0,159.0,30.0,1,3,Without renovation
150.0,Secondary,Арбатская,9,4,162.4,84.2,20.1,2,6,European-style renovation
252.0,Secondary, Минская,4,2,168.0,87.1,20.5,50,53,Designer
130.0,Secondary, Ломоносовский проспект,4,6,180.0,111.0,22.0,28,53,Designer
95.0,Secondary,Студенческая,4,4,192.2,135.3,24.8,9,18,European-style renovation
340.50275,Secondary,Библиотека им. Ленина,5,5,242.0,124.5,15.0,2,5,Designer
450.0,Secondary,Фрунзенская,13,5,294.0,134.0,31.0,3,6,Designer
122.0,Secondary,Крестьянская застава,10,6,220.0,163.0,14.0,6,9,Designer
370.0,Secondary,Смоленская,6,3,170.0,88.1,20.7,5,9,Designer
100.0,Secondary,Щукинская,13,3,170.0,120.0,15.0,16,49,Designer
210.32,Secondary, Полянка,5,2,111.8,34.0,39.0,2,14,Designer
370.0,Secondary,Парк культуры,10,4,233.0,119.9,25.9,4,7,Designer
150.0,Secondary, Новослободская,2,6,350.0,239.0,15.3,17,17,Designer
206.5,Secondary,Арбатская,10,4,161.6,105.0,19.0,2,7,Designer
230.0,Secondary,Арбатская,10,4,152.0,79.0,19.2,2,7,Designer
101.752,Secondary, Улица 1905 года,6,2,110.6,34.6,15.8,5,21,Designer
115.0,Secondary,Театральная,6,3,120.3,63.0,16.6,2,7,European-style renovation
460.0,Secondary, Парк Культуры,6,6,550.9,280.6,52.2,6,10,Without renovation
440.0,Secondary, Спортивная,9,6,387.0,210.0,40.0,4,5,Designer
496.496,Secondary, Улица 1905 года,6,5,322.4,11.9,33.3,21,21,Designer
97.3075,Secondary,Минская,18,5,177.0,110.0,25.0,10,26,European-style renovation
105.0,Secondary, Китай-город,5,1,107.7,25.7,41.0,1,3,European-style renovation
176.4,Secondary, Баррикадная,16,4,195.2,20.0,22.8,5,5,European-style renovation
105.792714,Secondary,Минская,29,4,151.0,84.6,18.0,11,53,Without renovation
350.0,Secondary, Фрунзенская,3,6,305.0,24.0,31.9,2,6,Designer
95.293738,Secondary, Белорусская,8,5,153.1,79.5,19.3,4,37,Designer
211.8,Secondary, Народное Ополчение,5,6,353.0,180.6,35.8,1,3,Designer
243.25,Secondary, Улица 1905 года,7,4,136.0,102.0,20.0,19,21,Designer
129.0,Secondary,Смоленская,9,7,336.4,140.0,40.0,4,4,Designer
120.0,Secondary,Выставочная,8,5,126.0,65.8,17.1,18,21,Without renovation
85.0,Secondary,Новаторская,18,4,180.1,72.0,30.0,8,48,Designer
240.0,Secondary,Сухаревская,4,5,302.3,199.4,9.5,6,8,Designer
217.08,Secondary,Минская,12,4,190.6,98.5,22.4,4,36,Without renovation
177.0,Secondary, Чистые пруды,5,6,300.0,240.0,31.5,3,5,European-style renovation
408.6033,Secondary,Смоленская,8,4,176.0,91.1,7.3,12,17,Designer
150.0,Secondary, Курская,14,4,143.0,74.4,18.5,6,7,Designer
432.924925,Secondary,Полянка,1,4,273.4,140.4,15.0,7,11,Designer
243.0,Secondary, Новокузнецкая,3,5,288.8,180.0,20.0,9,11,Without renovation
115.0,Secondary,Белорусская,7,4,188.0,97.2,45.0,15,18,Designer
99.0,Secondary,Белорусская,12,3,126.6,38.0,55.0,6,24,Designer
239.0,Secondary, Маяковская,3,4,238.0,122.5,26.3,7,7,Designer
99.8448,Secondary, Павелецкая,6,5,190.0,25.0,22.4,13,14,Without renovation
125.0,Secondary, Китай-город,4,6,240.0,190.0,20.0,5,6,Designer
108.0,Secondary, Славянский бульвар,16,4,180.0,93.1,21.5,18,31,Designer
89.13367,Secondary,Лужники,11,2,75.0,50.0,10.0,5,6,Designer
210.0,Secondary,Смоленская,6,4,178.0,92.1,21.4,13,16,European-style renovation
500.0,Secondary, Октябрьское поле,8,6,840.0,426.8,76.1,1,3,Without renovation
85.0,Secondary,Молодежная,7,5,219.6,113.2,18.8,2,28,Without renovation
220.0,Secondary, Чистые пруды,7,6,315.0,157.0,36.0,5,6,European-style renovation
85.0,Secondary, Филёвский парк,3,6,269.0,186.0,30.0,16,17,European-style renovation
300.0,Secondary,Улица 1905 года,7,4,175.0,90.6,21.1,1,5,European-style renovation
150.0,Secondary,Профсоюзная,17,3,160.0,113.2,14.0,7,13,Designer
243.0,Secondary,Деловой центр,1,4,175.3,90.8,21.1,40,97,European-style renovation
210.0,Secondary,Народное Ополчение,24,6,375.0,172.0,30.0,13,25,Designer
200.0,Secondary, Матвеевская,18,6,386.0,197.3,38.6,1,1,Without renovation
144.17,Secondary, Ломоносовский проспект,4,3,110.9,58.2,15.8,6,12,Without renovation
87.05325,Secondary, Спартак,13,4,142.5,70.3,7.9,9,22,Designer
104.5,Secondary, Китай-город,12,4,118.0,10.0,16.4,3,7,Without renovation
112.0,Secondary,Смоленская,7,4,190.0,157.0,20.0,12,19,Designer
458.4,Secondary, Новокузнецкая,10,5,229.2,75.2,45.9,3,7,Designer
378.495286,Secondary, Парк Победы,7,5,266.8,234.7,28.7,31,34,Designer
128.0,Secondary,Маяковская,4,5,229.0,130.0,25.0,7,9,Designer
318.0,Secondary,Кропоткинская,9,4,168.0,140.0,20.0,3,6,Without renovation
96.0,Secondary, Улица 1905 года,11,3,100.0,52.7,14.9,7,18,Without renovation
157.3,Secondary, Маяковская,9,5,250.5,160.0,10.5,3,8,Designer
185.954632,Secondary,Деловой центр,3,3,225.0,176.0,16.0,24,72,Designer
170.0,Secondary,Фрунзенская,8,4,170.0,150.0,20.0,6,12,Designer
125.0,Secondary, Китай-город,11,4,108.6,90.0,10.0,2,9,Designer
270.0,Secondary, Новокузнецкая,3,0,1117.0,566.8,99.1,3,12,Without renovation
86.0,Secondary,Тестовская,15,4,160.0,90.4,20.0,12,24,Designer
230.0,Secondary, Деловой центр,1,4,296.0,100.0,100.0,55,67,Designer
159.5,Secondary, Кутузовская,8,4,181.4,15.0,21.6,22,53,Designer
291.9225,Secondary,Добрынинская,5,4,340.0,174.0,34.8,6,6,European-style renovation
180.0,Secondary,Новокузнецкая,3,4,181.0,93.6,25.0,4,9,Designer
170.0,Secondary,Арбатская,7,3,117.7,56.2,22.0,4,8,Designer
555.997,Secondary, Спортивная,8,0,390.59,199.6,39.0,14,15,Without renovation
532.5,Secondary, Деловой центр,4,4,426.0,350.0,41.9,66,73,Designer
330.0,Secondary, Октябрьское поле,8,6,353.0,180.6,35.8,3,3,Designer
135.0,Secondary,Киевская,13,3,122.0,63.8,10.0,2,9,Without renovation
193.0,Secondary, Третьяковская,6,5,203.0,104.8,23.4,1,8,Without renovation
89.0,Secondary, Пушкинская,6,6,189.0,127.0,22.0,3,5,Without renovation
220.0,Secondary,Ломоносовский проспект,24,6,234.0,120.4,15.0,1,12,Without renovation
87.0,Secondary,Новослободская,4,5,172.0,118.0,18.2,9,10,European-style renovation
300.0,Secondary,Минская,25,6,693.0,278.0,25.0,7,7,Designer
715.0,Secondary,Смоленская,8,5,520.0,265.0,20.0,14,17,Designer
89.0,Secondary, Минская,6,6,233.0,20.0,25.9,3,22,Without renovation
106.14,Secondary, Полежаевская,8,6,183.0,130.0,20.0,23,24,Without renovation
155.0,Secondary, Чистые пруды,6,5,200.0,12.0,23.2,3,6,Designer
350.0,Secondary, Спортивная,9,6,305.0,97.4,19.0,2,5,Designer
325.980125,Secondary,Лубянка,5,3,124.0,40.0,10.0,2,5,Designer
152.0,Secondary,Киевская,15,4,190.0,98.2,22.4,8,11,Without renovation
450.0,Secondary, Арбатская,7,4,207.0,106.8,23.8,6,8,Designer
252.98,Secondary, Улица 1905 года,6,4,139.0,72.4,18.1,19,21,Designer
185.0,Secondary,Арбатская,8,5,241.0,124.0,32.0,5,6,Designer
115.0,Secondary, Деловой центр,2,3,187.0,91.0,22.1,39,75,Designer
516.9,Secondary, Народное Ополчение,5,6,861.5,437.7,77.9,1,3,Designer
139.0,Secondary,Рабочий Посёлок,13,5,205.0,141.0,16.0,24,9,Designer
120.0,Secondary,Арбатская,10,5,203.3,143.6,30.5,2,4,Designer
125.0,Secondary, Ростокино,11,6,260.0,175.0,50.0,35,38,Designer
123.5,Secondary,Пушкинская,7,4,175.0,99.0,16.0,3,6,Designer
110.0,Secondary,Полянка,10,5,146.6,76.2,20.0,2,7,European-style renovation
189.0,Secondary,Водный стадион,14,4,317.0,190.0,20.0,6,12,Designer
190.0,Secondary,Кропоткинская,7,5,272.0,139.6,29.1,5,6,European-style renovation
182.24,Secondary, Спортивная,7,3,113.9,56.6,17.0,6,12,Without renovation
99.0,Secondary,Фрунзенская,7,3,89.0,47.1,15.0,6,12,Designer
134.0,Secondary,Деловой центр,1,3,180.0,93.1,70.0,74,97,Without renovation
230.0,Secondary, Маяковская,11,5,196.8,30.0,22.9,5,6,Designer
129.9,Secondary, Сокол,10,6,235.0,150.0,16.0,2,5,European-style renovation
965.08208,Secondary,Киевская,15,6,443.8,237.5,20.0,7,7,Designer
240.68,Secondary,Минская,12,5,206.3,106.4,36.0,3,36,Without renovation
205.875,Secondary, Третьяковская,7,3,152.5,15.0,19.3,3,6,Designer
450.0,Secondary,Фрунзенская,12,5,387.0,199.2,65.0,4,6,Designer
119.5,Secondary,Улица 1905 года,15,3,100.0,52.7,25.0,15,21,Designer
155.0,Secondary, Спортивная,10,3,125.3,10.0,17.0,6,14,Without renovation
277.57545,Secondary, Киевская,13,5,133.9,6.3,17.7,3,4,Designer
175.0,Secondary,Новые Черемушки,14,6,408.0,280.0,25.0,7,15,Designer
249.0,Secondary, Полянка,7,5,200.0,140.0,20.0,4,15,European-style renovation
134.9,Secondary, Аэропорт,7,6,455.6,58.0,44.3,14,15,Without renovation
199.0,Secondary, Арбатская,6,5,177.0,98.0,18.0,3,7,European-style renovation
240.0,Secondary, Кропоткинская,11,4,233.0,119.9,25.9,5,8,Designer
91.32,Secondary, Минская,13,4,125.6,55.3,33.6,12,14,Designer
150.0,Secondary, Петровский Парк,17,5,153.5,103.0,7.2,21,36,Designer
347.312805,Secondary,Тверская,8,4,255.0,203.0,35.0,11,11,Designer
99.0,Secondary, Парк Культуры,2,3,106.4,10.0,15.4,5,6,Designer
486.4325,Secondary,Парк культуры,7,6,245.9,126.4,27.0,2,8,Without renovation
185.0,Secondary, Спортивная,10,4,171.0,88.6,20.8,4,6,Without renovation
130.0,Secondary,Щукинская,33,4,195.0,114.0,17.0,2,6,Designer
98.5,Secondary,Маяковская,5,4,141.0,73.4,20.0,11,13,Without renovation
200.2,Secondary,Щукинская,32,5,234.0,170.0,16.0,4,6,European-style renovation
210.0,Secondary, Полежаевская,7,6,375.0,172.0,30.0,13,25,Designer
197.46,Secondary, Парк Культуры,12,3,109.7,57.6,15.7,4,7,Designer
89.0,Secondary,Киевская,13,4,134.0,69.9,17.7,2,14,European-style renovation
252.0,Secondary, Сухаревская,6,4,150.0,54.3,55.0,3,8,Designer
120.855915,Secondary,Спортивная,28,0,148.6,95.0,27.0,12,16,Without renovation
150.0,Secondary,Арбатская,9,4,162.4,84.2,20.1,2,6,European-style renovation
154.0,Secondary, Полянка,6,5,229.0,172.0,15.0,8,9,Designer
90.0,Secondary, Шелепиха,15,5,173.0,111.0,18.0,23,24,Designer
257.752,Secondary, Третьяковская,3,3,117.16,9.2,16.3,4,7,Designer
111.5,Secondary,Новаторская,18,5,198.0,87.0,52.8,6,48,Designer
185.0,Secondary, Киевская,7,5,180.0,93.1,21.5,7,9,Designer
555.997,Secondary, Спортивная,8,0,390.59,199.6,39.0,14,15,Without renovation
190.0,Secondary,Кропоткинская,7,5,272.0,190.0,25.0,5,6,Designer
86.0,Secondary, Фрунзенская,5,3,97.0,72.0,15.0,5,14,Designer
98.0,Secondary,Университет,7,3,129.0,67.4,17.3,2,21,Designer
120.0,Secondary,Балтийская,10,5,200.0,83.0,15.5,1,3,Designer
85.0,Secondary,Серпуховская,10,4,112.0,80.0,18.0,8,14,Designer
350.0,Secondary, Фрунзенская,3,6,305.0,24.0,31.9,2,6,Designer
380.0,Secondary,Ломоносовский проспект,24,7,303.8,155.7,31.8,3,12,Without renovation
300.0,Secondary, Водный стадион,15,6,415.0,211.9,41.0,4,5,Designer
126.49975,Secondary,Пушкинская,7,4,165.0,85.6,20.3,4,6,European-style renovation
246.12552,Secondary,Кропоткинская,4,7,230.0,118.4,25.7,4,5,Designer
170.0,Secondary,Чеховская,3,4,188.0,112.0,31.0,10,10,Designer
230.0,Secondary, Арбатская,11,6,304.0,30.0,31.8,4,5,Without renovation
256.939148,Secondary, Киевская,13,3,110.5,46.6,58.9,4,4,Designer
89.0,Secondary,Чеховская,7,6,188.0,97.2,22.2,3,5,European-style renovation
100.0,Secondary, Славянский бульвар,17,3,126.1,65.9,17.1,2,22,Designer
165.0,Secondary,Международная,6,3,146.0,12.0,30.0,67,77,Designer
160.0,Secondary, Кузнецкий мост,3,6,326.0,18.0,33.6,4,5,European-style renovation
85.0,Secondary,Боровицкая,11,4,120.0,80.0,10.0,8,12,Without renovation
128.0,Secondary,Кропоткинская,7,4,162.0,84.0,20.0,2,5,Without renovation
192.95,Secondary,Третьяковская,6,5,203.0,115.0,12.0,1,6,Without renovation
85.0,Secondary,Минская,12,4,130.0,67.9,17.4,21,39,Designer
153.0,Secondary, Киевская,3,4,140.0,77.0,8.0,5,9,Without renovation
85.0,Secondary,Ольховая,20,4,204.0,105.3,23.5,8,8,Designer
311.3168,Secondary,Фрунзенская,7,4,252.0,165.0,16.5,3,14,Designer
92.0,Secondary, Арбатская,9,4,169.0,87.6,20.6,6,6,Without renovation
200.0,Secondary,Тверская,10,6,347.0,177.6,35.3,2,6,Designer
170.0,Secondary,Добрынинская,8,4,160.0,83.0,19.9,3,9,Designer
85.0,Secondary, Тургеневская,9,4,160.0,96.0,16.0,2,6,European-style renovation
300.0,Secondary, Новослободская,8,6,298.0,200.0,30.0,6,10,Designer
155.0,Secondary, Выставочная,19,6,235.0,150.0,25.0,15,20,Without renovation
125.09552,Secondary, Китай-город,14,2,124.3,65.0,16.9,3,8,Designer
221.0,Secondary,Ломоносовский проспект,24,4,170.1,83.0,43.0,6,12,Without renovation
179.0,Secondary, Белорусская,6,0,342.0,175.0,34.9,4,6,Without renovation
225.0,Secondary, Новокузнецкая,5,5,162.7,112.0,8.0,7,8,Designer
400.0,Secondary,Смоленская,13,5,330.0,135.0,25.0,11,13,Designer
400.0,Secondary, Спортивная,8,5,200.8,103.6,23.3,1,9,Designer
180.408105,Secondary,Курская,9,5,206.0,105.1,21.0,3,10,Without renovation
1003.1582,Secondary,Парк культуры,10,6,431.0,220.0,42.3,5,6,Without renovation
99.0,Secondary,Белорусская,7,4,140.0,85.0,22.0,9,18,Designer
93.0,Secondary,Баррикадная,9,5,214.9,97.0,24.4,7,15,European-style renovation
170.0,Secondary,Смоленская,10,5,185.0,95.7,21.9,5,7,Without renovation
110.0,Secondary,Крылатское,29,4,250.0,125.0,35.0,2,7,Without renovation
